title;abstract
The ICARUS Ontology: A General Aviation Ontology Developed Using a Multi-Layer Approach;The management of aviation data is a great challenge in the aviation industry, as they are complex and can be derived from heterogeneous data sources. To handle this challenge, ontologies can be applied to facilitate the modelling of the data across multiple data sources. This paper presents an aviation domain ontology, the ICARUS ontology, which aims at facilitating the semantic description and integration of information resources that represent the various assets of the ICARUS platform and their use. To present the functionality and usability of the proposed ontology, we present the results of querying the ontology using SPARQL queries through three use case scenarios. As shown from the evaluation, the ICARUS ontology enables the integration and reasoning over multiple sources of heterogeneous aviation-related data, the semantic description of metadata produced by ICARUS, and their storage in a knowledge-base which is dynamically updated and provides access to its contents via SPARQL queries.
Causal Perception in Question-Answering Systems;Root cause analysis is a common data analysis task. While question-answering systems enable people to easily articulate a why question (e.g., why students in Massachusetts have high ACT Math scores on average) and obtain an answer, these systems often produce questionable causal claims. To investigate how such claims might mislead users, we conducted two crowdsourced experiments to study the impact of showing different information on user perceptions of a question-answering system. We found that in a system that occasionally provided unreasonable responses, showing a scatterplot increased the plausibility of unreasonable causal claims. Also, simply warning participants that correlation is not causation seemed to lead participants to accept reasonable causal claims more cautiously. We observed a strong tendency among participants to associate correlation with causation. Yet, the warning appeared to reduce the tendency. Grounded in the findings, we propose ways to reduce the illusion of causality when using question-answering systems.
Representation of Developer Expertise in Open Source Software;Background: Accurate representation of developer expertise has always been an important research problem. While a number of studies proposed novel methods of representing expertise within individual projects, these methods are difficult to apply at an ecosystem level. However, with the focus of software development shifting from monolithic to modular, a method of representing developers' expertise in the context of the entire OSS development becomes necessary when, for example, a project tries to find new maintainers and look for developers with relevant skills. Aim: We aim to address this knowledge gap by proposing and constructing the Skill Space where each API, developer, and project is represented and postulate how the topology of this space should reflect what developers know (and projects need). Method: we use the World of Code infrastructure to extract the complete set of APIs in the files changed by open source developers and, based on that data, employ Doc2Vec embeddings for vector representations of APIs, developers, and projects. We then evaluate if these embeddings reflect the postulated topology of the Skill Space by predicting what new APIs/projects developers use/join, and whether or not their pull requests get accepted. We also check how the developers' representations in the Skill Space align with their self-reported API expertise. Result: Our results suggest that the proposed embeddings in the Skill Space appear to satisfy the postulated topology and we hope that such representations may aid in the construction of signals that increase trust (and efficiency) of open source ecosystems at large and may aid investigations of other phenomena related to developer proficiency and learning.
Marked for Disruption: Tracing the Evolution of Malware Delivery Operations Targeted for Takedown;The malware and botnet phenomenon is among the most significant threats to cybersecurity today. Consequently, law enforcement agencies, security companies, and researchers are constantly seeking to disrupt these malicious operations through so-called takedown counter-operations. Unfortunately, the success of these takedowns is mixed. Furthermore, very little is understood as to how botnets and malware delivery operations respond to takedown attempts. We present a comprehensive study of three malware delivery operations that were targeted for takedown in 2015–16 using global download metadata provided by Symantec. In summary, we found that: (1) Distributed delivery architectures were commonly used, indicating the need for better security hygiene and coordination by the (ab)used service providers. (2) A minority of malware binaries were responsible for the majority of download activity, suggesting that detecting these “super binaries” would yield the most benefit to the security community. (3) The malware operations exhibited displacing and defiant behaviours following their respective takedown attempts. We argue that these “predictable” behaviours could be factored into future takedown strategies. (4) The malware operations also exhibited previously undocumented behaviours, such as Dridex dropping competing brands of malware, or Dorkbot and Upatre heavily relying on upstream dropper malware. These “unpredictable” behaviours indicate the need for researchers to use better threat-monitoring techniques.
Dimensions of Influence in Trucking: Beyond Work Community;Trucking industry and truck drivers’ work are undergoing a change as automation is increasingly used to improve the efficiency of transport operations. Despite predictions of trucking work to disappear due to automation studies show human intervention is still needed in trucking. Generally, studies on future of work and changes digitalization brings to work practice focus is often in in-organization issues, leaving the larger context and external actors unstudied. We take the higher-level viewpoint, asking what kind of actors and factors have an effect in the change in the trucking work practice, and what kind of involvement the actors have in the change. We analyzed 40 interviews, utilizing User Involvement Centered Design model as our lens, and created an illustrative case for the trucking industry to make visible how a collection of decisions, designs, and digital solutions affect the work practice of truck drivers.
Relation-Aware Meta-Learning for E-Commerce Market Segment Demand Prediction with Limited Records;E-commerce business is revolutionizing our shopping experiences by providing convenient and straightforward services. One of the most fundamental problems is how to balance the demand and supply in market segments to build an efficient platform. While conventional machine learning models have achieved great success on data-sufficient segments, it may fail in a large-portion of segments in E-commerce platforms, where there are not sufficient records to learn well-trained models. In this paper, we tackle this problem in the context of market segment demand prediction. The goal is to facilitate the learning process in the target segments by leveraging the learned knowledge from data-sufficient source segments. Specifically, we propose a novel algorithm, RMLDP, to incorporate a multi-pattern fusion network (MPFN) with a meta-learning paradigm. The multi-pattern fusion network considers both local and seasonal temporal patterns for segment demand prediction. In the meta-learning paradigm, transferable knowledge is regarded as the model parameter initialization of MPFN, which are learned from diverse source segments. Furthermore, we capture the segment relations by combining data-driven segment representation and segment knowledge graph representation and tailor the segment-specific relations to customize transferable model parameter initialization. Thus, even with limited data, the target segment can quickly find the most relevant transferred knowledge and adapt to the optimal parameters. We conduct extensive experiments on two large-scale industrial datasets. The results justify that our RMLDP outperforms a set of state-of-the-art baselines. Besides, RMLDP has been deployed in Taobao, a real-world E-commerce platform. The online A/B testing results further demonstrate the practicality of RMLDP.
Achieving Efficiency via Fairness in Online Resource Allocation;The classic utility maximization framework studies the fairness-efficiency tradeoff in various resource allocation problems (e.g., bandwidth allocation). The weighted alpha-fair utility is a common utilitarian metric. However, this classic framework cannot tackle those allocation problems with the online decision-making requirement (e.g., caching capacity allocation under unknown requests). Existing studies on these online allocation problems largely follow the online learning approaches, thus inevitably overlook the allocation fairness. In this paper, we propose a novel utility maximization framework accommodating the online setting. The major challenge of designing this framework lies in the tight coupling between the desirable fairness guarantee and the unknown allocation efficiency. To tackle this, we integrate the weighted alpha-fair utility with the learning rationale, by properly devising the merit-based weights and the increasing fairness levels. Under our proposed framework, the utility-maximizing allocation in each time slot is weighted alpha-fair. Our framework also performs asymptotically as well as the offline optimal/efficient outcome. We demonstrate how this framework functions in two networking applications. In size-based scheduling, it enables network switches to prioritize short flows and avoid flow starvation without the prior flow size information. In file caching, our framework outperforms several state-of-the-art caching policies up to 21% in terms of cache-hit-ratio.
Understanding Political Polarization via Jointly Modeling Users, Connections and Multimodal Contents on Heterogeneous Graphs;Understanding political polarization on social platforms is important as public opinions may become increasingly extreme when they are circulated in homogeneous communities, thus potentially causing damage in the real world. Automatically detecting the political ideology of social media users can help better understand political polarization. However, it is challenging due to the scarcity of ideology labels, complexity of multimodal contents, and cost of time-consuming data collection process. Most previous frameworks either focus on unimodal content or do not scale up well. In this study, we adopt a heterogeneous graph neural network to jointly model user characteristics, multimodal post contents as well as user-item relations in a bipartite graph to learn a comprehensive and effective user embedding without requiring ideology labels. We apply our framework to online discussions about economy and public health topics. The learned embeddings are then used to detect political ideology and understand political polarization. Our framework outperforms the unimodal, early/late fusion baselines, and homogeneous GNN frameworks by a margin of at least 9% absolute gain in the area under the receiver operating characteristic on two social media datasets. More importantly, our work does not require a time-consuming data collection process, which allows faster detection and in turn allows the policy makers to conduct analysis and design policies in time to respond to crises. We also show that our framework learns meaningful user embeddings and can help better understand political polarization. Notable differences in user descriptions, topics, images, and levels of retweet/quote activities are observed. Our framework for decoding user-content interaction shows wide applicability in understanding political polarization. Furthermore, it can be extended to user-item bipartite information networks for other applications such as content and product recommendation.
“Rather Solve the Problem from Scratch”: Gamesploring Human-Machine Collaboration for Optimizing the Debris Collection Problem;Optimizing operations on critical infrastructure networks is key to reducing the impact of disruptive events. In this paper, we explore the potential of having humans and algorithms work together to address this difficult task. For this purpose, we use a gamified experiment to build and assess this potential in the context of the debris collection problem (i.e., “gamesploring”). We developed a digital game where players can request the help of the computer while facing a multi-objective problem of assigning contractors to road segments for clearing debris in a disaster area. Through a within-subjects experimental study, we assessed how players optimized under various circumstances (e.g., initial solution vs. from scratch) compared to the computer on its own. The results are both surprising as well as insightful: they suggest that human-machine collaboration is indeed beneficial but also that more work is needed on how to appropriately guide this form of collaboration.
An Effective Personalised Ranking Model via User Information under the GAN Framework;Recently, as the most popular deep network model, Generative Adversarial Networks (GAN) has achieved excellent performance in many fields. We have recognized that some pioneer researchers use GAN for personalized recommendation, such as IRGAN and CFGAN. However, we find two limitations about them: these models do not used auxiliary information to alleviate data sparsity problem and do not employed powerful components as basic model. This paper proposes an effective GAN-based personalised ranking model, named as PRGAN that leverages both user behavior information (such as user-item interaction or other implicit feedback) and user demographic information to enhance the recommendation accuracy. Because of data sparsity, we employ extended version of factorization machine i.e. deepFM as the generator. DeepFM not only can be effectively trained in the case of sparse data, but also can learn high-dimensional features. Compared with traditional FM, deepFM utilize user information more effectively to generate accurate user expressions. Furthermore, we employ Bayesian personalized ranking (BPR) as our discriminator. After a minimax iteration game, PRGAN finally generates a high-quality ranking list of items according to user performance. Extensive experiments on two real-world datasets show our model significantly outperforms the state-of-the-art ranking methods and GAN-based model.
A Flexible Security Analytics Service for the Industrial IoT;In Cloud Computing, the cloud serves as a central data hub for the Industrial Internet of Things' (IIoT) data and is deployed in diverse application fields, e.g., Smart Grid or Smart Manufacturing. Therefore, the aggregated and contextualized data is bundled in a central data hub, bringing tremendous cybersecurity advantages. Given the threat landscape in IIoT systems, especially SMEs (small and medium-sized enterprises) need to be prepared regarding their cybersecurity, react quickly, and strengthen their overall cybersecurity. For instance, with the application of machine learning algorithms, security-related data can be analyzed predictively in order to be able to ward off a potential attack at an early stage. Since modern reference architectures for IIoT systems, such as RAMI 4.0 or IIRA, consider cybersecurity approaches on a high level and SMEs lack financial funds and knowledge, this paper conceptualizes a security analytics service used as a security add-on to these reference architectures. Thus, this paper conceptualizes a flexible security analytics service that implements security capabilities with flexible analytical techniques that fit specific SMEs' needs. The security analytics service is also evaluated with a real-world use case.
Community Trend Prediction on Heterogeneous Graph in E-Commerce;In online shopping, ever-changing fashion trends make merchants need to prepare more differentiated products to meet the diversified demands, and e-commerce platforms need to capture the market trend with a prophetic vision. For the trend prediction, the attribute tags, as the essential description of items, can genuinely reflect the decision basis of consumers. However, few existing works explore the attribute trend in the specific community for e-commerce. In this paper, we focus on the community trend prediction on the item attribute and propose a unified framework that combines the dynamic evolution of two graph patterns to predict the attribute trend in a specific community. Specifically, we first design a community-attribute bipartite graph at each time step to learn the collaboration of different communities. Next, we transform the bipartite graph into a hypergraph to exploit the associations of different attribute tags in one community. Lastly, we introduce a dynamic evolution component based on the recurrent neural networks to capture the fashion trend of attribute tags. Extensive experiments on three real-world datasets in a large e-commerce platform show the superiority of the proposed approach over several strong alternatives and demonstrate the ability to discover the community trend in advance.
Harms from Increasingly Agentic Algorithmic Systems;Research in Fairness, Accountability, Transparency, and Ethics (FATE)1 has established many sources and forms of algorithmic harm, in domains as diverse as health care, finance, policing, and recommendations. Much work remains to be done to mitigate the serious harms of these systems, particularly those disproportionately affecting marginalized communities. Despite these ongoing harms, new systems are being developed and deployed, typically without strong regulatory barriers, threatening the perpetuation of the same harms and the creation of novel ones. In response, the FATE community has emphasized the importance of anticipating harms, rather than just responding to them. Anticipation of harms is especially important given the rapid pace of developments in machine learning (ML). Our work focuses on the anticipation of harms from increasingly agentic systems. Rather than providing a definition of agency as a binary property, we identify 4 key characteristics which, particularly in combination, tend to increase the agency of a given algorithmic system: underspecification, directness of impact, goal-directedness, and long-term planning. We also discuss important harms which arise from increasing agency – notably, these include systemic and/or long-range impacts, often on marginalized or unconsidered stakeholders. We emphasize that recognizing agency of algorithmic systems does not absolve or shift the human responsibility for algorithmic harms. Rather, we use the term agency to highlight the increasingly evident fact that ML systems are not fully under human control. Our work explores increasingly agentic algorithmic systems in three parts. First, we explain the notion of an increase in agency for algorithmic systems in the context of diverse perspectives on agency across disciplines. Second, we argue for the need to anticipate harms from increasingly agentic systems. Third, we discuss important harms from increasingly agentic systems and ways forward for addressing them. We conclude by reflecting on implications of our work for anticipating algorithmic harms from emerging systems.
Research on the Influencing Factors of Consumer Experience Under the New Retail Mode of Fresh Food;"With the rapid development of the Internet, the deep application of big data, and the combination of social media, consumers' consumption concepts and behaviors are constantly changing, and the business strategies and business models of retailer of fresh food are constantly innovating. In 2016, the concept of ""new retail"" was introduced, which takes ""consumer experience"" as the core. This model not only caters to contemporary consumer experiential demands, but also points out the direction for retailers of fresh food to build competitive advantages. Seven factors that may influence consumer experience were examined in this study: product attribute, timely delivery, channel attribute, information fusion, social interaction, personalized recommendation, consumption scene. The empirical results show that: under the new retail mode of fresh food, product attribute, timely delivery, channel attributes, social interaction, personalized recommendation and consumption scene have significantly positive impact on sensory experience of consumer; product attribute, timely delivery, channel attribute, information fusion, social interaction and consumption scene have significantly positive impact on emotional experience of consumer; product attribute, timely delivery, channel attribute, information fusion, social interaction, personalized recommendation and consumption scene have significantly positive effects on trust experience of consumer."
Three Carriages Driving the Development of Intelligent Digital Twins: Simulation plus Optimization and Learning;Three key technologies are driving the development of intelligent decisions in the era of Industry 4.0. These technologies are machine learning, optimization, and simulation. It shows that solely relying on one technology is not able to meet the decision timeliness and accuracy requirement when solving current industry decision problems. Thus, to meet this challenge, this paper firstly discusses several possible integrations among the three technologies, in which simulation plays an important role in depicting the system models, generating data for optimization and learning, and validating optimized decisions and learned rules. A number of future research directions are pointed out based on the gap between the current technology / tools development and the industry needs. Finally, the paper proposes a possible collaboration mode among higher learning institutes, research institutes, equipment and platform developers, as well as end-users for better shaping the whole intelligent decision ecosystem.
Mobile Technology Contributing to Omni-Channel Retail;Technological integration and convergence enables customers to experience conventional, online and mobile shopping. Companies tailor multiple retail channels in respond to their customers' needs. The so-called omni-channel retail strategy suggests an integrated shopping approach, combining the convenience of various digital channels with the customers' personal experience, typical for brick and mortar settings. Due to the co-existence of multiple sales channels complementing each other, retail companies may better engage with their customers. Moreover, the easy and seamless switching between various retail channels allows customers to experience the brand holistically, and thus be more satisfied with the shopping experience and the product per se, and be more brandloyal. This paper aims to investigate and analyse -- based on recent literature -- the advantages and challenges of omni-channel retailing on a broad, systematic basis from a business perspective. As a result, we identify those aspects of omni-channel retailing, where mobile technologies may contribute either to further improvements or to eliminate drawbacks.
Towards Reliable Missing Truth Discovery in Online Social Media Sensing Applications;"Social media sensing has emerged as a new application paradigm to collect observations from online social media users about the physical environment. A fundamental problem in social media sensing applications lies in estimating the evolving truth of the measured variables and the reliability of data sources without knowing either of them a priori. This problem is referred to as dynamic truth discovery. Two major limitations exist in current truth discovery solutions: i) existing solutions cannot effectively address the missing truth problem where the measured variables do not have any reported measurements from the data sources; ii) the latent correlations among the measured variables were not fully captured and utilized in current solutions. In this paper, we proposed a Reliable Missing Truth Finder (RMTF) to address the above limitations in social media sensing applications. In particular, we develop a novel data-driven technique to identify the lagged and latent correlations among measured variables, and incorporate such correlation information into a holistic spatiotemporal inference model to infer the missing truth. We evaluated the RMTF using the real-world Twitter data feeds. The results show that the RMTF scheme significantly outperforms the state-of-the-art truth discovery solutions by correctly inferring the missing truth of the measured variables."
Do People Believe in Artificial Intelligence? A Cross-Topic Multicultural Study;In the era of 4.0 industry, artificial intelligence and machine learning are the undisputed protagonists on a world-wide stage. In the last decade, expert and learning systems have been widely applied to a plethora of tasks that were considered, in the past, as solvable only by a human. And on top of that, machines are becoming more reliable and accurate than human experts.However, despite the artificial intelligence being drenched in our everyday life, people do not completely realize this radical change, and they have a warped perception of it. In this work, we aim at exploring and analyzing the human perception and trust in artificial intelligence. To this end, we collected personal opinions concerning juicy topics in artificial intelligence literature, meaning the interpretability of black-box models, and the reliability of autonomous systems. The analysis has been conducted on different applications, including medical and cybersecurity domains.
Domain-Specific Term Extraction: A Case Study on Greek Maritime Legal Texts;Preservation of cultural heritage has significantly attracted many research efforts. Amongst them, significant interest has been presented to sharing of cultural heritage content, whereas one major aspect of cultural content is the one concerning maritime heritage. In order to efficiently consume such content, high-quality descriptions are required. Towards this goal, we propose an approach for automatic term extraction of documents, where our methodology is based on the use of word embeddings along with a deep neural network architecture. We demonstrate its efficiency by using a large corpus of legal documents related with maritime.
Outsider Oversight: Designing a Third Party Audit Ecosystem for AI Governance;Much attention has focused on algorithmic audits and impact assessments to hold developers and users of algorithmic systems accountable. But existing algorithmic accountability policy approaches have neglected the lessons from non-algorithmic domains: notably, the importance of third parties. Our paper synthesizes lessons from other fields on how to craft effective systems of external oversight for algorithmic deployments. First, we discuss the challenges of third party oversight in the current AI landscape. Second, we survey audit systems across domains - e.g., financial, environmental, and health regulation - and show that the institutional design of such audits are far from monolithic. Finally, we survey the evidence base around these design components and spell out the implications for algorithmic auditing. We conclude that the turn toward audits alone is unlikely to achieve actual algorithmic accountability, and sustained focus on institutional design will be required for meaningful third party involvement.
Philosophically Speaking...;"I like nothing so much as a good philosophical discussion. For one thing, it just feels so delightfully scientific to be bandying about high minded terms like ""epistemology,"" ""ontology,"" ""realism,"" ""relativism,"" and ""paradigm"" with great abandon. For another thing, it is simply essential in my view of the world of science to which I enjoy belonging that one should be fully engaged in the ethical and normative underpinnings of scientific practice. That, to me, operationally characterizes philosophy of science. Our scientific philosophies facilitate the debating, codifying, and explicating of our ""agreed-to rules of the road"" for doing our work. They are our scientific code of conduct, so to speak. In my way of thinking, the rules of the road are important for all good researchers to understand and share if we are to hew faithfully to our paradigms and do good normal science research. The problem for me is that I see the emerging debate over whether our field is a science or not through two distinct lenses, and I'm getting some parallax out of it. I've earned two doctorates at two different stages of my career; one in marketing when I was much younger, and one more recently in information systems. That does not make me any smarter than the average bear, and it could certainly be argued that it's a sure sign of not being smarter, since one could say I had to do it twice to get it right. Yet, it has afforded me a very unique perspective on the emerging ontological debate about our discipline because, quite literally, I Have Been There Before! I've studied the Philosophy of Science two fulsome times in my career, and I've gotten some interesting perspectives each time as each was in the midst of an existential debate over status, and both of these experience bear upon my agenda-setting here, as an editor. While learning my scientific craft as a first-time doctoral student in marketing, I reveled in the debate that much of academic marketing was enmeshed in during the 80s on whether marketing was a science or a technology and if a science, how best to be practiced. We future scientists all read Kuhn (1970) in our philosophy of science seminar, as well as Dubin (1978) and a flock of excellent philosophical essays collected in a tome edited by the redoubtable Jagdish Sheth (Sheth &amp; Garrett, 1986) - a philosophy of science volume that many in marketing and elsewhere still use, aged though it might be. We marketers also saw a collection of philosophical essays by thought leaders of the field under such titles as ""Marketing, Scientific Progress, and the Scientific Method"" (Anderson, 1983), ""On Making Marketing Science more Scientific"" (Arndt, 1985), ""Paradigms Lost"" (Deshpande, 1983), and ""Metatheory and Metamethodology in Marketing"" (Leong, 1985). The debate in marketing continued well past that point and has extended into recent years (e.g., Brown, 1996; Easton, 2002), indicating that the debate we have now in information systems has years yet to go. It is not a simple question we deal with, and the answers take time and fulsome consideration."
World Food Atlas for Food Navigation;Food plays a central role in agriculture, public wellness, public health, culinary art, and culture. Food-related data is available in varying formats and with different access levels ranging from private datasets to publicly downloadable data. Every food-related query, in principle, is a food recommendation problem. We analyze the components of a food recommendation and its requirements. We demonstrate the effectiveness of having access to worldwide food data from divergent aspects for answering food- and health-related queries that would otherwise be expensive and require specialized domain expertise. We present the World Food Atlas (WFA): An open-source platform for different stakeholders in the food ecosystem to share their data on a global data hub with a singular point of access. The world food atlas contains the availability and inter-connectivity of food and its effects in various forms. We gather real-world questions by partnering with nutritionists, dietitians, and doctors. We categorize the practical food queries to construct requirement tables and develop a novel schema to satisfy the requirement table to model the world food atlas. Finally, we demonstrate how food and lifestyle navigation systems can use the world food atlas to enable personalized and context-driven solutions to person-entity-context queries.
MuxLink: Circumventing Learning-Resilient MUX-Locking Using Graph Neural Network-Based Link Prediction;Logic locking has received considerable interest as a prominent technique for protecting the design intellectual property from untrusted entities, especially the foundry. Recently, machine learning (ML)-based attacks have questioned the security guarantees of logic locking, and have demonstrated considerable success in deciphering the secret key without relying on an oracle, hence, proving to be very useful for an adversary in the fab. Such ML-based attacks have triggered the development of learning-resilient locking techniques. The most advanced state-of-the-art deceptive MUX-based locking (D-MUX) and the symmetric MUX-based locking techniques have recently demonstrated resilience against existing ML-based attacks. Both defense techniques obfuscate the design by inserting key-controlled MUX logic, ensuring that all the secret inputs to the MUXes are equiprobable.In this work, we show that these techniques primarily introduce local and limited changes to the circuit without altering the global structure of the design. By leveraging this observation, we propose a novel graph neural network (GNN)-based link prediction attack, MuxLink, that successfully breaks both the D-MUX and symmetric MUX-locking techniques, relying only on the underlying structure of the locked design, i.e., in an oracle-less setting. Our trained GNN model learns the structure of the given circuit and the composition of gates around the non-obfuscated wires, thereby generating meaningful link embeddings that help decipher the secret inputs to the MUXes. The proposed MuxLink achieves key prediction accuracy and precision up to 100% on D-MUX and symmetric MUX-locked ISCAS-85 and ITC-99 benchmarks, fully unlocking the designs. We open-source MuxLink [1].
Questioning the AI: Informing Design Practices for Explainable AI User Experiences;A surge of interest in explainable AI (XAI) has led to a vast collection of algorithmic work on the topic. While many recognize the necessity to incorporate explainability features in AI systems, how to address real-world user needs for understanding AI remains an open question. By interviewing 20 UX and design practitioners working on various AI products, we seek to identify gaps between the current XAI algorithmic work and practices to create explainable AI products. To do so, we develop an algorithm-informed XAI question bank in which user needs for explainability are represented as prototypical questions users might ask about the AI, and use it as a study probe. Our work contributes insights into the design space of XAI, informs efforts to support design practices in this space, and identifies opportunities for future XAI work. We also provide an extended XAI question bank and discuss how it can be used for creating user-centered XAI.
Survey of Testing Methods of O2O Catering Platform;The particularity of the Web application of catering O2O platform makes its testing challenging, but the current research on its testing is relatively weak compared with the research on its design and development.This paper summarizes the research progress of Web platform testing methods in recent years.The Basic test contents and technologies, typical test models and automated testing tools of existing platforms are summarized.The current research hotspots and difficulties are analyzed, including the optimization of test models, the improvement and development of automated testing tools, the guarantee of test comprehensiveness, safety, stability and efficiency.Finally, the future research directions of the testing methods of catering O2O Web platform are discussed from three aspects: testing content, testing methods and testing tools.
The Neural Metric Factorization for Computational Drug Repositioning;Computational drug repositioning aims to discover new therapeutic diseases for marketed drugs and has the advantages of low cost, short development cycle, and high controllability compared to traditional drug development. The matrix factorization model has become the cornerstone technique for computational drug repositioning due to its ease of implementation and excellent scalability. However, the matrix factorization model uses the inner product operation to represent the association between drugs and diseases, which is lacking in expressive ability. Moreover, the degree of similarity of drugs or diseases could not be implied on their respective latent factor vectors, which is not satisfy the common sense of drug discovery. Therefore, a neural metric factorization model for computational drug repositioning (NMFDR) is proposed in this work. We novelly consider the latent factor vector of drugs and diseases as a point in the high-dimensional coordinate system and propose a generalized euclidean distance to represent the association between drugs and diseases to compensate for the shortcomings of the inner product operation. Furthermore, by embedding multiple drug (disease) metrics information into the encoding space of the latent factor vector, the information about the similarity between drugs (diseases) can be reflected in the distance between latent factor vectors. Finally, we conduct wide analysis experiments on three real datasets to demonstrate the effectiveness of the above improvement points and the superiority of the NMFDR model.
Towards Revenue Maximization with Popular and Profitable Products;Economic-wise, a common goal for companies conducting marketing is to maximize the return revenue/profit by utilizing the various effective marketing strategies. Consumer behavior is crucially important in economy and targeted marketing, in which behavioral economics can provide valuable insights to identify the biases and profit from customers. Finding credible and reliable information on products’ profitability is, however, quite difficult since most products tend to peak at certain times w.r.t. seasonal sales cycles in a year. On-Shelf Availability (OSA) plays a key factor for performance evaluation. Besides, staying ahead of hot product trends means we can increase marketing efforts without selling out the inventory. To fulfill this gap, in this paper, we first propose a general profit-oriented framework to address the problem of revenue maximization based on economic behavior, and compute the On-shelf Popular and most Profitable Products (OPPPs) for the targeted marketing. To tackle the revenue maximization problem, we model the k-satisfiable product concept and propose an algorithmic framework for searching OPPP and its variants. Extensive experiments are conducted on several real-world datasets to evaluate the effectiveness and efficiency of the proposed algorithm.
How To Optimize My Blockchain? A Multi-Level Recommendation Approach;Aside from the conception of new blockchain architectures, existing blockchain optimizations in the literature primarily focus on system or data-oriented optimizations within prevailing blockchains. However, since blockchains handle multiple aspects ranging from organizational governance to smart contract design, a holistic approach that encompasses all the different layers of a given blockchain system is required to ensure that all optimization opportunities are taken into consideration. In this vein, we define a multi-level optimization recommendation approach that identifies optimization opportunities within a blockchain at the system, data, and user level. Multiple metrics and attributes are derived from a blockchain log and nine optimization recommendations are formalized. We implement an automated optimization recommendation tool, BlockOptR, based on these concepts. The system is extensively evaluated with a wide range of workloads covering multiple real-world scenarios. After implementing the recommended optimizations, we observe an average of 20% improvement in the success rate of transactions and an average of 40% improvement in latency.
Toward Understanding the COVID-19 Impact on Data Science Innovation in Canada;"Data science provides methods to understand and solve problems in an evidence-based manner by combining data and experience with scientific methods. When included with advances in robotic technologies, telecommunication technologies and internet coverage (digitally enabling infrastructure), and computer hardware, data science creates a host of ""digital technologies"" expected to bring value to business, government, and individuals. Recent adoption and development of these innovations have been affected by the pandemic, even as COVID-19 sped up the move to online activities from shopping to working at home. In this paper, we analyze trends and changes to understand the levels of disruption from COVID-19 on the data science innovation ecosystem. We consider three phases of innovation: early-stage research and development; late-stage research and development; and commercialization and diffusion. We show that the COVID-19 pandemic has had a negative impact on innovation in data science across the phases of innovation to varying degrees; however, our analysis suggests a return to previous growth may be expected in the short term should the economy continue to improve. These findings suggest that researchers and practitioners should be prepared to take advantage of this return in growth to invest in early stage R&amp;D, to build research programs in data science, and to find ways to commercialize and adopt data science innovations. Our research also identifies the need for co-ordinated efforts to make current and up-to-date data for tracking innovation impacts available."
A Chaincode-Based Framework for Securing Patient Health Information in Hospital Environment;Goal of any healthcare system is to provide good service to the public in a most effective manner. The hospital healthcare system is a common platform for people to access the health related services, anytime and anywhere. This service is completely driven by the regulations and policies of government and hospital administration. At present most hospital systems in India lack a secure mechanism for maintaining and managing patient health records. This is a crucial capability which a hospital healthcare system must have. Failure to have a robust system will cause multiple issues like inaccessibility when required, wrongfully sharing patient health record or allowing unethical players to access the health records. This will ultimately lead to lack of trust in the system Most of the current hospital healthcare systems store information centrally and provide access to the connected nodes as required. This architecture leads to single point of failure when central server is down or crashes or gets hacked. To overcome this problem, we have proposed a Chaincode-based framework to secure patient health information in hospital environment. Chaincode is a smart contract program which gets executed on Hyperledger Fabric Blockchain network automatically. A Chaincode stores the information in decentralized digital ledger and creates a secured and private blockchain network with trusted nodes and provide data visibility, data security, and data transparency with respect to patient health record at any time. This technology could solve the above said problem in more efficient way and provide better visibility and transparency to patient health data with more security.
Introduction to A Compromise Programming Based Method for Complex Scheduling and Planning Problems;Planning and Planning (SP) plays a vital role in many fields. However, SP problems become more complex when they require to archive multi goals in decision-making processes that are more difficult to solve and push the decision-maker into a dilemma. This paper introduces an adaptive method based on the compromise programming approach to multi-objective optimization (MOP) in scheduling and planning (SP) problems. The proposed method gives an effective integration of mathematical programming with evolutionary algorithms (EA). Through the technique, decision-makers can validate the models as well as evaluate different decision alternatives. The method is in the development progress. However, we have obtained preliminary results by applying the method for solving some SP problems. These results show the feasibility of the proposed method.
Production2Vec: A Hybrid Recommender System Combining Semantic and Product Complexity Approach to Improve Industrial Resiliency;COVID-19 health crisis highlights the fragility of European industrial strategies and leads us to develop more agile, distributed, and resilient production models at a territorial level. There are two major challenges in this regard: one is to find solutions to secure supplies and/or industrial value chains, and the other is to identify companies that have the potential to transform their production quickly to cope with an emergency situation. We extended the Word2Vec vector space with products and economic activities allowing us to calculate proximities. We present a methodology based on semantic proximity and productive complexities to assess the ability of an A-company to produce a product B and to anticipate customer/supplier-type collaboration according to industrial quality standards. We consider recommendation topics by intertwining machine learning techniques with semantic approaches, referring to area ontologies incorporating territorial dimensionality.
